,Unnamed: 0,Price_Category,Number of Bedrooms,County,Rent_Price,Land_Price,Population of County,Average_Value_County,Rent_To_Land_Ratio,Average_Value_Bedroom_Count,vat_internal_€m,paye_income_tax_and_usc_€m,self_employed_income_tax_€m,corporation_tax_€m,capital_gains_tax_€m,Net_Income
404,404,Luxury,Three bed,Dublin,2177.36,18395,1458154,1842.651282,0.118366948,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
405,405,Luxury,1 to 3 bed,Dublin,2174.78,18395,1458154,1842.651282,0.118226692,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
406,406,Luxury,Three bed,Dublin,2172.8,18395,1458154,1842.651282,0.118119054,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
407,407,Luxury,Three bed,Dublin,2161.16,18395,1458154,1842.651282,0.117486273,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
408,408,Luxury,All bedrooms,Dublin,2152.15,18395,1458154,1842.651282,0.116996466,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
409,409,Luxury,Three bed,Dublin,2150.46,18395,1458154,1842.651282,0.116904594,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
410,410,Luxury,1 to 3 bed,Dublin,2141.15,18395,1458154,1842.651282,0.116398478,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
411,411,Luxury,Three bed,Dublin,2140.0,18395,1458154,1842.651282,0.116335961,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
412,412,Luxury,1 to 3 bed,Dublin,2139.52,18395,1458154,1842.651282,0.116309867,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
413,413,Luxury,Three bed,Dublin,2137.59,18395,1458154,1842.651282,0.116204947,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
414,414,Luxury,Three bed,Dublin,2129.01,18395,1458154,1842.651282,0.115738516,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
415,415,Luxury,Two bed,Dublin,2128.04,18395,1458154,1842.651282,0.115685784,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
416,416,Luxury,Two bed,Dublin,2126.73,18395,1458154,1842.651282,0.115614569,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
417,417,Luxury,All bedrooms,Dublin,2123.84,18395,1458154,1842.651282,0.115457461,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
418,418,Luxury,1 to 3 bed,Dublin,2123.84,18395,1458154,1842.651282,0.115457461,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
419,419,Luxury,Three bed,Dublin,2117.31,18395,1458154,1842.651282,0.115102473,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
420,420,Luxury,Three bed,Dublin,2116.21,18395,1458154,1842.651282,0.115042675,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
421,421,Luxury,Two bed,Dublin,2113.83,18395,1458154,1842.651282,0.114913292,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
422,422,Luxury,Three bed,Dublin,2112.73,18395,1458154,1842.651282,0.114853493,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
423,423,Luxury,Two bed,Dublin,2111.6,18395,1458154,1842.651282,0.114792063,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
424,424,Luxury,All bedrooms,Dublin,2109.05,18395,1458154,1842.651282,0.114653438,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
425,425,Luxury,Two bed,Dublin,2108.91,18395,1458154,1842.651282,0.114645828,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
426,426,Luxury,1 to 2 bed,Dublin,2108.76,18395,1458154,1842.651282,0.114637673,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
427,427,Luxury,All bedrooms,Dublin,2103.97,18395,1458154,1842.651282,0.114377276,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
428,428,Luxury,Three bed,Dublin,2101.04,18395,1458154,1842.651282,0.114217994,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
429,429,Luxury,All bedrooms,Dublin,2099.82,18395,1458154,1842.651282,0.114151672,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
430,430,Luxury,All bedrooms,Dublin,2098.39,18395,1458154,1842.651282,0.114073933,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
431,431,Luxury,All bedrooms,Dublin,2098.07,18395,1458154,1842.651282,0.114056537,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
432,432,Luxury,Two bed,Dublin,2086.19,18395,1458154,1842.651282,0.113410709,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
433,433,Luxury,All bedrooms,Dublin,2076.69,18395,1458154,1842.651282,0.112894265,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
434,434,Luxury,Four plus bed,Dublin,2070.6,18395,1458154,1842.651282,0.112563197,2896.236389,9895.73,13623.77,1383.09,11525.39,792.11,70886
435,435,Luxury,All bedrooms,Dublin,2069.45,18395,1458154,1842.651282,0.11250068,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
436,436,Luxury,Two bed,Dublin,2064.34,18395,1458154,1842.651282,0.112222887,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
437,437,Luxury,All bedrooms,Dublin,2062.96,18395,1458154,1842.651282,0.112147866,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
438,438,Luxury,All bedrooms,Dublin,2059.67,18395,1458154,1842.651282,0.111969013,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
439,439,Luxury,1 to 3 bed,Dublin,2059.45,18395,1458154,1842.651282,0.111957054,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
440,440,Luxury,1 to 3 bed,Dublin,2058.88,18395,1458154,1842.651282,0.111926067,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
441,441,Luxury,1 to 3 bed,Dublin,2057.83,18395,1458154,1842.651282,0.111868986,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
442,442,Luxury,All bedrooms,Dublin,2056.75,18395,1458154,1842.651282,0.111810275,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
443,443,Luxury,1 to 2 bed,Dublin,2056.68,18395,1458154,1842.651282,0.111806469,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
444,444,Luxury,Two bed,Dublin,2054.65,18395,1458154,1842.651282,0.111696113,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
445,445,Luxury,Two bed,Dublin,2049.28,18395,1458154,1842.651282,0.111404186,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
446,446,Luxury,1 to 3 bed,Dublin,2046.42,18395,1458154,1842.651282,0.111248709,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
447,447,Luxury,1 to 3 bed,Dublin,2045.99,18395,1458154,1842.651282,0.111225333,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
448,448,Luxury,1 to 3 bed,Dublin,2042.83,18395,1458154,1842.651282,0.111053547,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
449,449,Luxury,Two bed,Dublin,2041.1,18395,1458154,1842.651282,0.1109595,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
450,450,Luxury,Two bed,Dublin,2040.41,18395,1458154,1842.651282,0.11092199,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
451,451,Luxury,1 to 3 bed,Dublin,2039.58,18395,1458154,1842.651282,0.110876869,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
452,452,Luxury,Two bed,Dublin,2034.61,18395,1458154,1842.651282,0.110606687,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
453,453,Luxury,Three bed,Dublin,2034.3,18395,1458154,1842.651282,0.110589834,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
454,454,Luxury,1 to 3 bed,Dublin,2032.66,18395,1458154,1842.651282,0.11050068,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
455,455,Luxury,Two bed,Dublin,2024.86,18395,1458154,1842.651282,0.110076651,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
456,456,Luxury,1 to 3 bed,Dublin,2022.27,18395,1458154,1842.651282,0.109935852,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
457,457,Luxury,1 to 2 bed,Dublin,2020.77,18395,1458154,1842.651282,0.109854308,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
458,458,Luxury,1 to 3 bed,Dublin,2018.57,18395,1458154,1842.651282,0.109734711,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
459,459,Luxury,All bedrooms,Dublin,2017.85,18395,1458154,1842.651282,0.109695569,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
460,460,Luxury,Three bed,Dublin,2017.76,18395,1458154,1842.651282,0.109690677,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
461,461,Luxury,1 to 3 bed,Dublin,2017.55,18395,1458154,1842.651282,0.109679261,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
462,462,Luxury,Three bed,Dublin,2012.66,18395,1458154,1842.651282,0.109413428,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
463,463,Luxury,Three bed,Dublin,2012.05,18395,1458154,1842.651282,0.109380266,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
464,464,Luxury,1 to 2 bed,Dublin,2011.29,18395,1458154,1842.651282,0.109338951,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
465,465,Luxury,Two bed,Dublin,2007.82,18395,1458154,1842.651282,0.109150313,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
466,466,Luxury,Three bed,Dublin,2005.68,18395,1458154,1842.651282,0.109033977,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
467,467,Luxury,1 to 3 bed,Dublin,2004.38,18395,1458154,1842.651282,0.108963305,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
468,468,Luxury,Two bed,Dublin,2004.02,18395,1458154,1842.651282,0.108943735,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
469,469,Luxury,All bedrooms,Dublin,2002.39,18395,1458154,1842.651282,0.108855124,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
470,470,Luxury,Two bed,Dublin,2001.16,18395,1458154,1842.651282,0.108788258,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
471,471,Luxury,Three bed,Dublin,1999.33,18395,1458154,1842.651282,0.108688774,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
472,472,Luxury,All bedrooms,Dublin,1998.72,18395,1458154,1842.651282,0.108655613,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
473,473,Luxury,1 to 3 bed,Dublin,1990.69,18395,1458154,1842.651282,0.108219081,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
474,474,Luxury,1 to 2 bed,Dublin,1990.2,18395,1458154,1842.651282,0.108192444,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
475,475,Luxury,Three bed,Dublin,1990.17,18395,1458154,1842.651282,0.108190813,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
476,476,Luxury,All bedrooms,Dublin,1988.71,18395,1458154,1842.651282,0.108111443,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
477,477,Luxury,Three bed,Dublin,1988.13,18395,1458154,1842.651282,0.108079913,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
478,478,Luxury,All bedrooms,Dublin,1988.02,18395,1458154,1842.651282,0.108073933,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
479,479,Luxury,1 to 2 bed,Dublin,1986.57,18395,1458154,1842.651282,0.107995107,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
480,480,Luxury,1 to 2 bed,Dublin,1986.39,18395,1458154,1842.651282,0.107985322,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
481,481,Luxury,Two bed,Dublin,1981.3,18395,1458154,1842.651282,0.107708616,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
482,482,Luxury,Two bed,Dublin,1979.26,18395,1458154,1842.651282,0.107597717,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
483,483,Luxury,Two bed,Dublin,1977.76,18395,1458154,1842.651282,0.107516173,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
484,484,Luxury,Three bed,Dublin,1976.94,18395,1458154,1842.651282,0.107471596,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
485,485,Luxury,All bedrooms,Dublin,1973.08,18395,1458154,1842.651282,0.107261756,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
486,486,Luxury,All bedrooms,Dublin,1969.86,18395,1458154,1842.651282,0.107086708,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
487,487,Luxury,1 to 2 bed,Dublin,1969.71,18395,1458154,1842.651282,0.107078554,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
488,488,Luxury,All bedrooms,Dublin,1968.8,18395,1458154,1842.651282,0.107029084,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
489,489,Luxury,1 to 3 bed,Dublin,1966.55,18395,1458154,1842.651282,0.106906768,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
490,490,Luxury,Three bed,Dublin,1966.21,18395,1458154,1842.651282,0.106888285,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
491,491,Luxury,Two bed,Dublin,1965.41,18395,1458154,1842.651282,0.106844795,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
492,492,Luxury,Three bed,Dublin,1963.61,18395,1458154,1842.651282,0.106746942,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
493,493,Luxury,Three bed,Dublin,1963.58,18395,1458154,1842.651282,0.106745311,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
494,494,Luxury,Two bed,Dublin,1960.69,18395,1458154,1842.651282,0.106588203,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
495,495,Luxury,1 to 3 bed,Dublin,1959.25,18395,1458154,1842.651282,0.106509921,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
496,496,Luxury,1 to 3 bed,Dublin,1958.51,18395,1458154,1842.651282,0.106469693,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
497,497,Luxury,Two bed,Dublin,1956.58,18395,1458154,1842.651282,0.106364773,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
498,498,Luxury,1 to 2 bed,Dublin,1952.02,18395,1458154,1842.651282,0.10611688,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
499,499,Luxury,Two bed,Dublin,1951.61,18395,1458154,1842.651282,0.106094591,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
500,500,Luxury,Two bed,Dublin,1947.7,18395,1458154,1842.651282,0.105882033,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
501,501,Luxury,All bedrooms,Dublin,1947.18,18395,1458154,1842.651282,0.105853765,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
502,502,Luxury,1 to 2 bed,Dublin,1946.33,18395,1458154,1842.651282,0.105807556,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
503,503,Luxury,Three bed,Dublin,1944.38,18395,1458154,1842.651282,0.105701549,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
504,504,Luxury,Two bed,Dublin,1938.82,18395,1458154,1842.651282,0.105399293,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
505,505,Luxury,1 to 3 bed,Dublin,1937.04,18395,1458154,1842.651282,0.105302528,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
506,506,Luxury,All bedrooms,Dublin,1935.66,18395,1458154,1842.651282,0.105227507,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
507,507,Luxury,Two bed,Dublin,1934.87,18395,1458154,1842.651282,0.105184561,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
508,508,Luxury,1 to 2 bed,Dublin,1933.92,18395,1458154,1842.651282,0.105132917,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
509,509,Luxury,All bedrooms,Dublin,1933.12,18395,1458154,1842.651282,0.105089426,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
510,510,Luxury,Four plus bed,Dublin,1927.06,18395,1458154,1842.651282,0.104759989,2896.236389,9895.73,13623.77,1383.09,11525.39,792.11,70886
511,511,Luxury,1 to 2 bed,Dublin,1924.86,18395,1458154,1842.651282,0.104640391,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
512,512,Luxury,Three bed,Dublin,1922.84,18395,1458154,1842.651282,0.104530579,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
513,513,Luxury,1 to 3 bed,Dublin,1921.87,18395,1458154,1842.651282,0.104477847,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
514,514,Luxury,Three bed,Dublin,1921.83,18395,1458154,1842.651282,0.104475673,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
515,515,Luxury,1 to 2 bed,Dublin,1920.19,18395,1458154,1842.651282,0.104386518,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
516,516,Luxury,Three bed,Dublin,1919.11,18395,1458154,1842.651282,0.104327806,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
517,517,Luxury,Two bed,Dublin,1919.05,18395,1458154,1842.651282,0.104324545,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
518,518,Luxury,1 to 2 bed,Dublin,1918.92,18395,1458154,1842.651282,0.104317478,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
519,519,Luxury,Three bed,Dublin,1915.99,18395,1458154,1842.651282,0.104158195,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
520,520,Luxury,All bedrooms,Dublin,1904.4,18395,1458154,1842.651282,0.103528133,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
521,521,Luxury,All bedrooms,Dublin,1904.32,18395,1458154,1842.651282,0.103523784,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
522,522,Luxury,1 to 3 bed,Dublin,1904.32,18395,1458154,1842.651282,0.103523784,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
523,523,Luxury,1 to 2 bed,Dublin,1903.22,18395,1458154,1842.651282,0.103463985,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
524,524,Luxury,Three bed,Dublin,1902.1,18395,1458154,1842.651282,0.103403099,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
525,525,Luxury,All bedrooms,Dublin,1901.34,18395,1458154,1842.651282,0.103361783,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
526,526,Luxury,All bedrooms,Dublin,1899.9,18395,1458154,1842.651282,0.103283501,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
527,527,Luxury,Four plus bed,Dublin,1898.88,18395,1458154,1842.651282,0.103228051,2896.236389,9895.73,13623.77,1383.09,11525.39,792.11,70886
528,528,Luxury,All bedrooms,Dublin,1895.99,18395,1458154,1842.651282,0.103070943,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
529,529,Luxury,All bedrooms,Dublin,1895.99,18395,1458154,1842.651282,0.103070943,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
530,530,Luxury,All bedrooms,Dublin,1894.74,18395,1458154,1842.651282,0.10300299,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
531,531,Luxury,Two bed,Dublin,1892.57,18395,1458154,1842.651282,0.102885023,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
532,532,Luxury,1 to 3 bed,Dublin,1892.08,18395,1458154,1842.651282,0.102858385,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
533,533,Luxury,All bedrooms,Dublin,1889.85,18395,1458154,1842.651282,0.102737157,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
534,534,Luxury,Two bed,Dublin,1889.33,18395,1458154,1842.651282,0.102708888,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
535,535,Luxury,Three bed,Dublin,1889.0,18395,1458154,1842.651282,0.102690949,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
536,536,Luxury,1 to 3 bed,Dublin,1887.57,18395,1458154,1842.651282,0.10261321,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
537,537,Luxury,1 to 2 bed,Dublin,1887.54,18395,1458154,1842.651282,0.102611579,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
538,538,Luxury,1 to 3 bed,Dublin,1885.27,18395,1458154,1842.651282,0.102488176,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
539,539,Luxury,Two bed,Dublin,1884.51,18395,1458154,1842.651282,0.102446861,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
540,540,Luxury,Four plus bed,Dublin,1884.46,18395,1458154,1842.651282,0.102444142,2896.236389,9895.73,13623.77,1383.09,11525.39,792.11,70886
541,541,Luxury,All bedrooms,Dublin,1883.36,18395,1458154,1842.651282,0.102384344,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
542,542,Luxury,1 to 2 bed,Dublin,1878.53,18395,1458154,1842.651282,0.102121772,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
543,543,Luxury,Three bed,Dublin,1877.47,18395,1458154,1842.651282,0.102064148,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
544,544,Luxury,All bedrooms,Dublin,1873.97,18395,1458154,1842.651282,0.101873879,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
545,545,Luxury,1 to 3 bed,Dublin,1873.72,18395,1458154,1842.651282,0.101860288,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
546,546,Luxury,All bedrooms,Dublin,1873.69,18395,1458154,1842.651282,0.101858657,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
547,547,Luxury,All bedrooms,Dublin,1872.38,18395,1458154,1842.651282,0.101787442,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
548,548,Luxury,1 to 3 bed,Dublin,1872.38,18395,1458154,1842.651282,0.101787442,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
549,549,Luxury,1 to 3 bed,Dublin,1871.82,18395,1458154,1842.651282,0.101756999,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
550,550,Luxury,Two bed,Dublin,1870.83,18395,1458154,1842.651282,0.10170318,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
551,551,Luxury,One bed,Dublin,1870.73,18395,1458154,1842.651282,0.101697744,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
552,552,Luxury,1 to 2 bed,Dublin,1868.67,18395,1458154,1842.651282,0.101585757,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
553,553,Luxury,1 to 3 bed,Dublin,1868.18,18395,1458154,1842.651282,0.101559119,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
554,554,Luxury,All bedrooms,Dublin,1868.14,18395,1458154,1842.651282,0.101556945,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
555,555,Luxury,1 to 2 bed,Dublin,1866.64,18395,1458154,1842.651282,0.101475401,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
556,556,Luxury,Two bed,Dublin,1865.93,18395,1458154,1842.651282,0.101436803,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
557,557,Luxury,Two bed,Dublin,1865.5,18395,1458154,1842.651282,0.101413428,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
558,558,Luxury,1 to 2 bed,Dublin,1865.11,18395,1458154,1842.651282,0.101392226,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
559,559,Luxury,1 to 3 bed,Dublin,1864.7,18395,1458154,1842.651282,0.101369937,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
560,560,Luxury,1 to 3 bed,Dublin,1863.88,18395,1458154,1842.651282,0.10132536,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
561,561,Luxury,All bedrooms,Dublin,1863.55,18395,1458154,1842.651282,0.10130742,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
562,562,Luxury,Three bed,Dublin,1862.82,18395,1458154,1842.651282,0.101267736,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
563,563,Luxury,1 to 3 bed,Dublin,1861.21,18395,1458154,1842.651282,0.101180212,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
564,564,Luxury,All bedrooms,Dublin,1860.69,18395,1458154,1842.651282,0.101151943,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
565,565,Luxury,Two bed,Dublin,1859.43,18395,1458154,1842.651282,0.101083447,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
566,566,Luxury,1 to 3 bed,Dublin,1856.72,18395,1458154,1842.651282,0.100936124,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
567,567,Luxury,1 to 3 bed,Dublin,1855.0,18395,1458154,1842.651282,0.10084262,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
568,568,Luxury,Three bed,Dublin,1854.52,18395,1458154,1842.651282,0.100816526,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
569,569,Luxury,Two bed,Dublin,1853.2,18395,1458154,1842.651282,0.100744768,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
570,570,Luxury,1 to 2 bed,Dublin,1853.0,18395,1458154,1842.651282,0.100733895,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
571,571,Luxury,1 to 3 bed,Dublin,1852.65,18395,1458154,1842.651282,0.100714868,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
572,572,Luxury,1 to 2 bed,Dublin,1852.64,18395,1458154,1842.651282,0.100714325,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
573,573,Luxury,Three bed,Dublin,1851.46,18395,1458154,1842.651282,0.100650177,2133.736098,9895.73,13623.77,1383.09,11525.39,792.11,70886
574,574,Luxury,Two bed,Dublin,1847.97,18395,1458154,1842.651282,0.100460451,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
575,575,Luxury,Two bed,Dublin,1847.32,18395,1458154,1842.651282,0.100425116,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
576,576,Luxury,1 to 3 bed,Dublin,1844.39,18395,1458154,1842.651282,0.100265833,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
577,577,Luxury,1 to 2 bed,Dublin,1842.89,18395,1458154,1842.651282,0.100184289,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
578,578,Luxury,1 to 2 bed,Dublin,1839.74,18395,1458154,1842.651282,0.100013047,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
579,579,Luxury,Two bed,Dublin,1838.01,18395,1458154,1842.651282,0.099919,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
580,580,Luxury,Two bed,Dublin,1835.92,18395,1458154,1842.651282,0.099805382,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
581,581,Luxury,1 to 3 bed,Dublin,1835.29,18395,1458154,1842.651282,0.099771133,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
