,Unnamed: 0,Price_Category,Number of Bedrooms,County,Rent_Price,Land_Price,Population of County,Average_Value_County,Rent_To_Land_Ratio,Average_Value_Bedroom_Count,vat_internal_€m,paye_income_tax_and_usc_€m,self_employed_income_tax_€m,corporation_tax_€m,capital_gains_tax_€m,Net_Income
869,869,Standard,One bed,Dublin,1494.33,18395,1458154,1842.651282,0.081235662,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
870,870,Standard,1 to 2 bed,Dublin,1493.09,18395,1458154,1842.651282,0.081168252,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
871,871,Standard,All bedrooms,Dublin,1493.02,18395,1458154,1842.651282,0.081164447,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
872,872,Standard,1 to 2 bed,Dublin,1492.37,18395,1458154,1842.651282,0.081129111,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
873,873,Standard,1 to 3 bed,Dublin,1492.26,18395,1458154,1842.651282,0.081123131,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
874,874,Standard,1 to 2 bed,Dublin,1492.18,18395,1458154,1842.651282,0.081118782,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
875,875,Standard,One bed,Dublin,1490.26,18395,1458154,1842.651282,0.081014406,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
876,876,Standard,One bed,Dublin,1489.91,18395,1458154,1842.651282,0.080995379,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
877,877,Standard,1 to 3 bed,Dublin,1489.29,18395,1458154,1842.651282,0.080961674,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
878,878,Standard,One bed,Dublin,1486.13,18395,1458154,1842.651282,0.080789889,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
879,879,Standard,1 to 2 bed,Dublin,1479.46,18395,1458154,1842.651282,0.08042729,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
880,880,Standard,Two bed,Dublin,1479.29,18395,1458154,1842.651282,0.080418048,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
881,881,Standard,1 to 2 bed,Dublin,1479.29,18395,1458154,1842.651282,0.080418048,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
882,882,Standard,One bed,Dublin,1473.57,18395,1458154,1842.651282,0.080107094,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
883,883,Standard,1 to 2 bed,Dublin,1473.57,18395,1458154,1842.651282,0.080107094,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
884,884,Standard,One bed,Dublin,1473.26,18395,1458154,1842.651282,0.080090242,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
885,885,Standard,All bedrooms,Dublin,1469.31,18395,1458154,1842.651282,0.07987551,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
886,886,Standard,1 to 2 bed,Dublin,1466.92,18395,1458154,1842.651282,0.079745583,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
887,887,Standard,1 to 2 bed,Dublin,1466.85,18395,1458154,1842.651282,0.079741778,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
888,888,Standard,All bedrooms,Dublin,1463.13,18395,1458154,1842.651282,0.079539549,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
889,889,Standard,1 to 3 bed,Dublin,1463.13,18395,1458154,1842.651282,0.079539549,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
890,890,Standard,One bed,Dublin,1461.93,18395,1458154,1842.651282,0.079474314,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
891,891,Standard,Two bed,Dublin,1461.19,18395,1458154,1842.651282,0.079434085,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
892,892,Standard,One bed,Dublin,1461.11,18395,1458154,1842.651282,0.079429736,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
893,893,Standard,One bed,Dublin,1454.72,18395,1458154,1842.651282,0.079082359,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
894,894,Standard,One bed,Dublin,1450.09,18395,1458154,1842.651282,0.078830661,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
895,895,Standard,1 to 3 bed,Dublin,1449.42,18395,1458154,1842.651282,0.078794238,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
896,896,Standard,One bed,Dublin,1449.28,18395,1458154,1842.651282,0.078786627,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
897,897,Standard,One bed,Dublin,1447.3,18395,1458154,1842.651282,0.078678989,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
898,898,Standard,1 to 2 bed,Dublin,1445.54,18395,1458154,1842.651282,0.078583311,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
899,899,Standard,1 to 2 bed,Dublin,1442.27,18395,1458154,1842.651282,0.078405545,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
900,900,Standard,1 to 3 bed,Dublin,1439.74,18395,1458154,1842.651282,0.078268008,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
901,901,Standard,One bed,Dublin,1438.49,18395,1458154,1842.651282,0.078200054,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
902,902,Standard,One bed,Dublin,1438.37,18395,1458154,1842.651282,0.078193531,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
903,903,Standard,1 to 3 bed,Dublin,1437.5,18395,1458154,1842.651282,0.078146235,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
904,904,Standard,1 to 2 bed,Dublin,1435.22,18395,1458154,1842.651282,0.078022289,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
905,905,Standard,1 to 2 bed,Dublin,1430.96,18395,1458154,1842.651282,0.077790704,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
906,906,Standard,1 to 2 bed,Dublin,1426.25,18395,1458154,1842.651282,0.077534656,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
907,907,Standard,1 to 2 bed,Dublin,1422.65,18395,1458154,1842.651282,0.077338951,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
908,908,Standard,1 to 2 bed,Dublin,1413.08,18395,1458154,1842.651282,0.076818701,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
909,909,Standard,One bed,Dublin,1412.13,18395,1458154,1842.651282,0.076767056,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
910,910,Standard,Two bed,Dublin,1405.47,18395,1458154,1842.651282,0.076405001,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
911,911,Standard,1 to 2 bed,Dublin,1402.9,18395,1458154,1842.651282,0.076265289,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
912,912,Standard,One bed,Dublin,1401.81,18395,1458154,1842.651282,0.076206034,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
913,913,Standard,Two bed,Dublin,1391.6,18395,1458154,1842.651282,0.075650992,1808.275905,9895.73,13623.77,1383.09,11525.39,792.11,70886
914,914,Standard,1 to 2 bed,Dublin,1390.26,18395,1458154,1842.651282,0.075578146,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
915,915,Standard,One bed,Dublin,1389.88,18395,1458154,1842.651282,0.075557488,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
916,916,Standard,One bed,Dublin,1389.87,18395,1458154,1842.651282,0.075556945,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
917,917,Standard,One bed,Dublin,1381.24,18395,1458154,1842.651282,0.075087796,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
918,918,Standard,1 to 2 bed,Dublin,1374.89,18395,1458154,1842.651282,0.074742593,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
919,919,Standard,One bed,Dublin,1369.97,18395,1458154,1842.651282,0.074475129,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
920,920,Standard,One bed,Dublin,1369.31,18395,1458154,1842.651282,0.07443925,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
921,921,Standard,1 to 2 bed,Dublin,1366.38,18395,1458154,1842.651282,0.074279967,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
922,922,Standard,1 to 2 bed,Dublin,1364.25,18395,1458154,1842.651282,0.074164175,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
923,923,Standard,1 to 2 bed,Dublin,1364.23,18395,1458154,1842.651282,0.074163088,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
924,924,Standard,One bed,Dublin,1358.96,18395,1458154,1842.651282,0.073876597,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
925,925,Standard,One bed,Dublin,1356.33,18395,1458154,1842.651282,0.073733623,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
926,926,Standard,One bed,Dublin,1345.39,18395,1458154,1842.651282,0.073138896,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
927,927,Standard,One bed,Dublin,1342.47,18395,1458154,1842.651282,0.072980158,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
928,928,Standard,One bed,Dublin,1341.99,18395,1458154,1842.651282,0.072954064,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
929,929,Standard,1 to 2 bed,Dublin,1341.51,18395,1458154,1842.651282,0.07292797,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
930,930,Standard,One bed,Dublin,1333.35,18395,1458154,1842.651282,0.072484371,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
931,931,Standard,One bed,Dublin,1329.88,18395,1458154,1842.651282,0.072295733,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
932,932,Standard,1 to 2 bed,Dublin,1327.61,18395,1458154,1842.651282,0.072172329,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
933,933,Standard,All bedrooms,Dublin,1324.02,18395,1458154,1842.651282,0.071977168,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
934,934,Standard,One bed,Dublin,1323.06,18395,1458154,1842.651282,0.07192498,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
935,935,Standard,One bed,Dublin,1304.09,18395,1458154,1842.651282,0.070893721,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
936,936,Standard,One bed,Dublin,1297.26,18395,1458154,1842.651282,0.070522425,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
937,937,Standard,One bed,Dublin,1294.47,18395,1458154,1842.651282,0.070370753,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
938,938,Standard,1 to 3 bed,Dublin,1286.09,18395,1458154,1842.651282,0.069915194,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
939,939,Standard,One bed,Dublin,1285.82,18395,1458154,1842.651282,0.069900516,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
940,940,Standard,One bed,Dublin,1285.47,18395,1458154,1842.651282,0.06988149,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
941,941,Standard,One bed,Dublin,1275.42,18395,1458154,1842.651282,0.069335145,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
942,942,Standard,One bed,Dublin,1275.34,18395,1458154,1842.651282,0.069330796,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
943,943,Standard,One bed,Dublin,1272.99,18395,1458154,1842.651282,0.069203044,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
944,944,Standard,1 to 2 bed,Dublin,1257.19,18395,1458154,1842.651282,0.068344115,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
945,945,Standard,One bed,Dublin,1255.7,18395,1458154,1842.651282,0.068263115,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
946,946,Standard,One bed,Dublin,1255.23,18395,1458154,1842.651282,0.068237565,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
947,947,Standard,One bed,Dublin,1251.85,18395,1458154,1842.651282,0.068053819,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
948,948,Standard,One bed,Dublin,1249.62,18395,1458154,1842.651282,0.06793259,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
949,949,Standard,One bed,Dublin,1246.6,18395,1458154,1842.651282,0.067768415,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
950,950,Standard,One bed,Dublin,1241.15,18395,1458154,1842.651282,0.067472139,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
951,951,Standard,One bed,Dublin,1241.01,18395,1458154,1842.651282,0.067464528,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
952,952,Standard,One bed,Dublin,1238.34,18395,1458154,1842.651282,0.06731938,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
953,953,Standard,1 to 2 bed,Dublin,1230.48,18395,1458154,1842.651282,0.06689209,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
954,954,Standard,One bed,Dublin,1211.65,18395,1458154,1842.651282,0.065868443,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
955,955,Standard,One bed,Dublin,1207.35,18395,1458154,1842.651282,0.065634683,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
956,956,Standard,One bed,Dublin,1189.66,18395,1458154,1842.651282,0.064673009,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
957,957,Standard,One bed,Dublin,1185.56,18395,1458154,1842.651282,0.064450122,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
958,958,Standard,All bedrooms,Dublin,1137.65,18395,1458154,1842.651282,0.06184561,1867.439918,9895.73,13623.77,1383.09,11525.39,792.11,70886
959,959,Standard,One bed,Dublin,1117.24,18395,1458154,1842.651282,0.06073607,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
960,960,Standard,1 to 3 bed,Dublin,1102.45,18395,1458154,1842.651282,0.059932047,1772.76925,9895.73,13623.77,1383.09,11525.39,792.11,70886
961,961,Standard,One bed,Dublin,1096.36,18395,1458154,1842.651282,0.059600979,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
962,962,Standard,One bed,Dublin,1090.13,18395,1458154,1842.651282,0.0592623,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
963,963,Standard,One bed,Dublin,1072.15,18395,1458154,1842.651282,0.05828486,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
964,964,Standard,1 to 2 bed,Dublin,1059.81,18395,1458154,1842.651282,0.057614026,1667.058,9895.73,13623.77,1383.09,11525.39,792.11,70886
965,965,Standard,One bed,Dublin,950.35,18395,1458154,1842.651282,0.051663496,1407.534667,9895.73,13623.77,1383.09,11525.39,792.11,70886
966,966,Luxury,Four plus bed,Galway,1893.71,10500,277737,1122.284595,0.180353333,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
967,967,Luxury,Four plus bed,Galway,1871.56,10500,277737,1122.284595,0.17824381,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
968,968,Luxury,Four plus bed,Galway,1794.36,10500,277737,1122.284595,0.170891429,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
969,969,Luxury,All bedrooms,Galway,1737.18,10500,277737,1122.284595,0.165445714,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
970,970,Luxury,Four plus bed,Galway,1690.67,10500,277737,1122.284595,0.16101619,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
971,971,Standard,Four plus bed,Galway,1588.01,10500,277737,1122.284595,0.151239048,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
972,972,Standard,Four plus bed,Galway,1547.14,10500,277737,1122.284595,0.147346667,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
973,973,Standard,All bedrooms,Galway,1470.81,10500,277737,1122.284595,0.140077143,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
974,974,Standard,Three bed,Galway,1463.27,10500,277737,1122.284595,0.139359048,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
975,975,Standard,Four plus bed,Galway,1455.64,10500,277737,1122.284595,0.138632381,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
976,976,Standard,All bedrooms,Galway,1452.12,10500,277737,1122.284595,0.138297143,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
977,977,Standard,All bedrooms,Galway,1445.9,10500,277737,1122.284595,0.137704762,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
978,978,Standard,Four plus bed,Galway,1439.43,10500,277737,1122.284595,0.137088571,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
979,979,Standard,Three bed,Galway,1429.96,10500,277737,1122.284595,0.136186667,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
980,980,Standard,All bedrooms,Galway,1428.53,10500,277737,1122.284595,0.136050476,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
981,981,Standard,Four plus bed,Galway,1398.57,10500,277737,1122.284595,0.133197143,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
982,982,Standard,Four plus bed,Galway,1387.79,10500,277737,1122.284595,0.132170476,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
983,983,Standard,Three bed,Galway,1382.56,10500,277737,1122.284595,0.131672381,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
984,984,Standard,Two bed,Galway,1377.7,10500,277737,1122.284595,0.131209524,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
985,985,Standard,1 to 3 bed,Galway,1341.17,10500,277737,1122.284595,0.127730476,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
986,986,Standard,Three bed,Galway,1317.06,10500,277737,1122.284595,0.125434286,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
987,987,Standard,1 to 2 bed,Galway,1314.45,10500,277737,1122.284595,0.125185714,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
988,988,Standard,1 to 3 bed,Galway,1312.06,10500,277737,1122.284595,0.124958095,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
989,989,Standard,All bedrooms,Galway,1307.45,10500,277737,1122.284595,0.124519048,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
990,990,Standard,Two bed,Galway,1294.91,10500,277737,1122.284595,0.123324762,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
991,991,Standard,All bedrooms,Galway,1292.57,10500,277737,1122.284595,0.123101905,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
992,992,Standard,Two bed,Galway,1285.63,10500,277737,1122.284595,0.122440952,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
993,993,Standard,Three bed,Galway,1277.38,10500,277737,1122.284595,0.121655238,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
994,994,Standard,All bedrooms,Galway,1275.87,10500,277737,1122.284595,0.121511429,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
995,995,Standard,All bedrooms,Galway,1275.85,10500,277737,1122.284595,0.121509524,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
996,996,Standard,Three bed,Galway,1273.6,10500,277737,1122.284595,0.121295238,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
997,997,Standard,1 to 3 bed,Galway,1273.45,10500,277737,1122.284595,0.121280952,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
998,998,Standard,Three bed,Galway,1263.81,10500,277737,1122.284595,0.120362857,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
999,999,Standard,Two bed,Galway,1255.01,10500,277737,1122.284595,0.119524762,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
1000,1000,Standard,1 to 3 bed,Galway,1252.29,10500,277737,1122.284595,0.119265714,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1001,1001,Standard,All bedrooms,Galway,1250.17,10500,277737,1122.284595,0.11906381,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1002,1002,Standard,All bedrooms,Galway,1249.15,10500,277737,1122.284595,0.118966667,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1003,1003,Standard,Three bed,Galway,1228.8,10500,277737,1122.284595,0.117028571,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1004,1004,Standard,All bedrooms,Galway,1224.06,10500,277737,1122.284595,0.116577143,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1005,1005,Standard,1 to 2 bed,Galway,1219.39,10500,277737,1122.284595,0.116132381,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1006,1006,Standard,All bedrooms,Galway,1214.26,10500,277737,1122.284595,0.11564381,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1007,1007,Standard,1 to 2 bed,Galway,1210.04,10500,277737,1122.284595,0.115241905,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1008,1008,Standard,Three bed,Galway,1201.94,10500,277737,1122.284595,0.114470476,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1009,1009,Standard,1 to 2 bed,Galway,1192.26,10500,277737,1122.284595,0.113548571,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1010,1010,Standard,1 to 3 bed,Galway,1177.01,10500,277737,1122.284595,0.11209619,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1011,1011,Standard,1 to 3 bed,Galway,1170.98,10500,277737,1122.284595,0.111521905,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1012,1012,Standard,Three bed,Galway,1166.98,10500,277737,1122.284595,0.111140952,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1013,1013,Standard,1 to 3 bed,Galway,1164.05,10500,277737,1122.284595,0.110861905,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1014,1014,Standard,Two bed,Galway,1157.87,10500,277737,1122.284595,0.110273333,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
1015,1015,Standard,1 to 3 bed,Galway,1148.27,10500,277737,1122.284595,0.109359048,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1016,1016,Standard,Three bed,Galway,1143.36,10500,277737,1122.284595,0.108891429,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1017,1017,Standard,1 to 2 bed,Galway,1133.77,10500,277737,1122.284595,0.107978095,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1018,1018,Standard,1 to 3 bed,Galway,1133.51,10500,277737,1122.284595,0.107953333,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1019,1019,Standard,All bedrooms,Galway,1129.71,10500,277737,1122.284595,0.107591429,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1020,1020,Standard,All bedrooms,Galway,1126.86,10500,277737,1122.284595,0.10732,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1021,1021,Standard,Three bed,Galway,1120.94,10500,277737,1122.284595,0.10675619,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1022,1022,Standard,Four plus bed,Galway,1117.63,10500,277737,1122.284595,0.106440952,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
1023,1023,Standard,Four plus bed,Galway,1117.23,10500,277737,1122.284595,0.106402857,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
1024,1024,Standard,Four plus bed,Galway,1116.9,10500,277737,1122.284595,0.106371429,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
1025,1025,Standard,1 to 2 bed,Galway,1089.3,10500,277737,1122.284595,0.103742857,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1026,1026,Standard,Four plus bed,Galway,1086.05,10500,277737,1122.284595,0.103433333,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
1027,1027,Standard,Two bed,Galway,1065.83,10500,277737,1122.284595,0.101507619,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
1028,1028,Standard,1 to 2 bed,Galway,1057.89,10500,277737,1122.284595,0.100751429,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1029,1029,Standard,1 to 3 bed,Galway,1053.97,10500,277737,1122.284595,0.100378095,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1030,1030,Standard,1 to 3 bed,Galway,1052.1,10500,277737,1122.284595,0.1002,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1031,1031,Standard,Two bed,Galway,1047.32,10500,277737,1122.284595,0.099744762,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
1032,1032,Standard,1 to 3 bed,Galway,1021.0,10500,277737,1122.284595,0.097238095,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1033,1033,Standard,All bedrooms,Galway,1012.38,10500,277737,1122.284595,0.096417143,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1034,1034,Standard,Two bed,Galway,1007.2,10500,277737,1122.284595,0.09592381,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
1035,1035,Standard,1 to 2 bed,Galway,992.17,10500,277737,1122.284595,0.094492381,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1036,1036,Standard,All bedrooms,Galway,991.66,10500,277737,1122.284595,0.09444381,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1037,1037,Standard,Three bed,Galway,991.36,10500,277737,1122.284595,0.094415238,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1038,1038,Standard,Three bed,Galway,981.93,10500,277737,1122.284595,0.093517143,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1039,1039,Standard,All bedrooms,Galway,974.07,10500,277737,1122.284595,0.092768571,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1040,1040,Standard,All bedrooms,Galway,972.21,10500,277737,1122.284595,0.092591429,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1041,1041,Standard,Three bed,Galway,966.99,10500,277737,1122.284595,0.092094286,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1042,1042,Standard,One bed,Galway,965.53,10500,277737,1122.284595,0.091955238,799.922,376.52,1018.22,148.58,267.17,74.62,58693
1043,1043,Standard,Four plus bed,Galway,963.44,10500,277737,1122.284595,0.09175619,1431.208667,376.52,1018.22,148.58,267.17,74.62,58693
1044,1044,Standard,1 to 3 bed,Galway,956.19,10500,277737,1122.284595,0.091065714,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1045,1045,Standard,All bedrooms,Galway,948.62,10500,277737,1122.284595,0.090344762,1184.945217,376.52,1018.22,148.58,267.17,74.62,58693
1046,1046,Standard,1 to 3 bed,Galway,945.6,10500,277737,1122.284595,0.090057143,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1047,1047,Standard,1 to 3 bed,Galway,911.95,10500,277737,1122.284595,0.086852381,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1048,1048,Standard,1 to 3 bed,Galway,910.61,10500,277737,1122.284595,0.086724762,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1049,1049,Standard,1 to 2 bed,Galway,906.9,10500,277737,1122.284595,0.086371429,980.80625,376.52,1018.22,148.58,267.17,74.62,58693
1050,1050,Standard,Three bed,Galway,893.02,10500,277737,1122.284595,0.085049524,1170.231176,376.52,1018.22,148.58,267.17,74.62,58693
1051,1051,Standard,Two bed,Galway,889.66,10500,277737,1122.284595,0.084729524,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
1052,1052,Standard,Two bed,Galway,883.45,10500,277737,1122.284595,0.084138095,1020.012667,376.52,1018.22,148.58,267.17,74.62,58693
1053,1053,Standard,1 to 3 bed,Galway,882.96,10500,277737,1122.284595,0.084091429,1048.2545,376.52,1018.22,148.58,267.17,74.62,58693
1054,1054,Standard,One bed,Galway,869.65,10500,277737,1122.284595,0.08282381,799.922,376.52,1018.22,148.58,267.17,74.62,58693
